,Review,Date,Opinion,Year
436,"I started a shop with my business partner 3 months ago.  So far Valda have tried to take £1600 from us without even knowing how much energy we have used.  The readout on the meter was defective when we took the shop on and it has taken them 3 months to install a new one.  They are still trying to take more money from our account with no authorisation or invoicing. Starting a business is stressfull enough without the cold theft this company continues to exert.UPDATE : Thought I had this sorted, the account was put in dispute, I thought until we had a resolution, then less than a week later, another dip into my pockets with no invoice or justification.... STD's are easier to deal with!!",2022-01-23,NEGATIVE,2022
437,I was looked after by Lizz today and she was wonderful. She answered all of my questions accurately and dealt with my enquiry quickly. Highly recommended,2022-01-21,POSITIVE,2022
438,"I would just like to thank savannah in collections for her swift responses and has a resolution to my billing issue, unfortunately I had been billed for a meter that isn't actually at the property but she is resolving it with no disruption to my current connection.",2022-01-21,POSITIVE,2022
439,Olivia was extremley helpful and resolved everything quickly and smoothly. Lovely service,2022-01-20,POSITIVE,2022
440,"Account 176602. My name is Catherine Morriss Please can someone call me on 07871695867. I have been on hold for over one hour. I am guessing your phone system is broken at this point as no one is picking up the phone. Valda energy are a scam! They took £1947 from my business account on Friday, incorrectly and won’t send it back. Today despite the account being closed and cancelled I have had an email advising of plans to take a further £1700!! Not sure if con artists or just incompetent. I requested a manager call on Monday and was advised manager need 24 hours to call back (even though one was in back ground talking to the agent) and I am still waiting two days later. The anxiety that this matter is causing is awful and they don’t seem to care.",2022-01-19,NEGATIVE,2022
441,"thanks Olivia for your time and help, hope helping all.Good place you.",2022-01-18,POSITIVE,2022
442,"If I could put zero stars, I would. I switched to Valda Energy in September/October 2021, as I am a brand new business and they offered the best pricing. They promised they would never overcharge and that everything would be done via a ""Smart meter"" which they would install. The first issue came about when I emailed multiple times to come have the smart meter installed, with no replies - finally 3 months later, received a reply that my meter already was smart so they didn't need to install. Ok, fine.I then asked if I could receive an invoice, as I'd had multiple large sums taken out of my account with zero invoicing information. The first amount was a random £995.18, which I did not approve - I argued to get this money back, and was finally refunded £950. Since then, I've been charged £52.92, £323.70, £502.60, and £488.60, adding up to £1367.82 overall, all taken with zero invoicing. Finally received an invoice for my first 3 months - I only owed them £363.60! Why has all this extra money been taken out of my account?!?!Then the ultimate kicker - when I FINALLY got my invoice, it WASN'T EVEN THE RIGHT METER. I've now been trying to get them to update all the information and refund me and everytime you call they can't help at all, just tell you to email, then when you email you never hear back from them. I STRONGLY regret signing with this company and would recommend do not, I repeat, DO NOT sign up to this absolute scam of a company. Just pay a bit extra for an actual company that can operate like a real business rather than constantly giving you the run around and taking random giant sums out of a small business account.EDIT: They've now been in touch, and they've said they will be cancelling my account and refunding me all money. We will see if that actually happens or not, and whether I randomly have the electricity turned off in the middle of the day or not!",2022-01-17,NEGATIVE,2022
443,"Diabolical company! AVOID AT ALL COSTS. They took over £240 out of my account without asking, hugely over charging on my actual usage. It was later calculated my bill should have been closer to £20. It’s taken nearly 8 weeks, several hours on the phone, and multiple emails to finally get a refund. Extremely unhelpful on the phone and an all round awful experience.",2022-01-14,NEGATIVE,2022
444,Total scammers!!!!! Avoid at all costs.  Will fabricate bills and debit your card what they like and you can never get hold of their services as there is always 20Callers ahead of you (every time) and they do not respond to emails.  I’ve sent seven!!!I’ve reported their fraudulent activity to my bank and cancelled my card.  Worst of the worst and I have several businesses and vast experience with energy companies They will reply to this statement saying “contact customer services” poxy scamming company l!!!,2022-01-13,NEGATIVE,2022
445,"Avoid this company! They will scam you, make up the bills and won’t refund. Customer service isn’t helpful at all. Valda won’t let us leave before contract ends. I have contacted citizen advice already, will take Valda to the Energy Ombudsman. Scammers, liars, avoid this company at all cost",2022-01-13,NEGATIVE,2022
446,I initially had an issue that was resolved. Thank you.,2022-01-11,POSITIVE,2022
447,I found Valda customer services are excellent. Spoke with Daisy and Adam . Both very polite and helpful and  resolved my issue . Credit to Valda,2022-01-10,POSITIVE,2022
